"","County","State","Age.AdjustedCANCERcases_per100000","Recent.Trend","Average.Annual.Count"
"2415","Shelby"," Kentucky",524.8,"stable",269
"2416","Shelby"," Missouri",520.5,"rising",44
"2417","Shelby"," Ohio",411.6,"stable",239
"2418","Shelby"," Tennessee",458.3,"stable",4404
"2419","Shelby"," Texas",393.7,"stable",124
"2420","Shenandoah"," Virginia",421.5,"stable",259
"2421","Sheridan"," Montana",444.3,"stable",26
"2422","Sheridan"," Nebraska",427.6,"stable",34
"2423","Sheridan"," North Dakota",522.8,"stable",13
"2424","Sheridan"," Wyoming",405.6,"stable",165
"2425","Sherman"," Nebraska",593.5,"stable",26
"2426","Sherman"," Oregon",530.4,"stable",15
"2427","Sherman"," Texas",298.5,"stable",10
"2428","Shiawassee"," Michigan",479.2,"stable",422
"2429","Shoshone"," Idaho",496.5,"stable",95
"2430","Sierra"," California",333.7,"stable",18
"2431","Sierra"," New Mexico",393.7,"stable",98
"2432","Silver Bow"," Montana",452.3,"stable",206
"2433","Simpson"," Kentucky",506.1,"falling",109
"2434","Simpson"," Mississippi",466.3,"stable",156
"2435","Sioux"," Iowa",424.9,"stable",163
"2436","Sioux"," Nebraska",319.5,"stable",7
"2437","Sioux"," North Dakota",395.3,"stable",12
"2438","Siskiyou"," California",388,"falling",271
"2439","Sitka Borough"," Alaska",353.6,"stable",36
"2440","Skagit"," Washington",472.5,"stable",762
"2441","Skagway Hoonah Angoon Census Area"," Alaska",337.4,"stable",14
"2442","Skamania"," Washington",353,"stable",56
"2443","Smith"," Mississippi",414.8,"stable",86
"2444","Smith"," Tennessee",446.3,"stable",106
"2445","Smith"," Texas",437.9,"stable",1119
"2446","Smyth"," Virginia",378.1,"stable",172
"2447","Snohomish"," Washington",483,"falling",3858
"2448","Snyder"," Pennsylvania",452,"stable",232
"2449","Socorro"," New Mexico",383.6,"stable",82
"2450","Solano"," California",430.2,"falling",2081
"2451","Somerset"," Maine",454.1,"stable",327
"2452","Somerset"," Maryland",487.1,"stable",148
"2453","Somerset"," New Jersey",467.1,"falling",1819
"2454","Somerset"," Pennsylvania",486,"stable",540
"2455","Somervell"," Texas",396.2,"stable",45
"2456","Sonoma"," California",437.1,"stable",2790
"2457","Southampton"," Virginia",476.5,"stable",122
"2458","Southeast Fairbanks Census Area"," Alaska",443,"stable",33
"2459","Spalding"," Georgia",522.6,"stable",406
"2460","Spartanburg"," South Carolina",474.3,"stable",1643
"2461","Spencer"," Indiana",434.1,"stable",119
"2462","Spencer"," Kentucky",508.5,"stable",103
"2463","Spink"," South Dakota",511.4,"stable",46
"2464","Spokane"," Washington",419.6,"stable",2342
"2465","Spotsylvania"," Virginia",457.4,"stable",614
"2466","St. Bernard Parish"," Louisiana",492.9,"stable",199
"2467","St. Charles"," Missouri",460,"stable",1916
"2468","St. Charles Parish"," Louisiana",462,"stable",256
"2469","St. Clair"," Alabama",474,"stable",486
"2470","St. Clair"," Illinois",475.5,"stable",1439
"2471","St. Clair"," Michigan",448.9,"stable",930
"2472","St. Clair"," Missouri",372.3,"stable",61
"2473","St. Croix"," Wisconsin",379.4,"stable",338
"2474","St. Francis"," Arkansas",389.7,"stable",122
"2475","St. Francois"," Missouri",525,"stable",413
"2476","St. Helena Parish"," Louisiana",483.9,"stable",66
"2477","St. James Parish"," Louisiana",492.6,"stable",127
"2478","St. John the Baptist Parish"," Louisiana",465.4,"falling",220
"2479","St. Johns"," Florida",479.8,"stable",1391
"2480","St. Joseph"," Indiana",420.4,"stable",1279
"2481","St. Joseph"," Michigan",400.9,"stable",301
"2482","St. Landry Parish"," Louisiana",528.4,"stable",509
"2483","St. Lawrence"," New York",479.4,"falling",644
"2484","St. Louis"," Missouri",473.2,"stable",5987
"2485","St. Louis City"," Missouri",475.7,"stable",1572
"2486","St. Lucie"," Florida",440.3,"stable",1929
"2487","St. Martin Parish"," Louisiana",504.8,"stable",303
"2488","St. Mary Parish"," Louisiana",498.4,"stable",306
"2489","St. Marys"," Maryland",440,"stable",503
"2490","St. Tammany Parish"," Louisiana",500.8,"falling",1457
"2491","Stafford"," Virginia",449.1,"falling",550
"2492","Stanislaus"," California",416.5,"falling",2193
"2493","Stanley"," South Dakota",492,"stable",20
"2494","Stanly"," North Carolina",474.4,"stable",373
"2495","Stanton"," Nebraska",299.2,"stable",22
"2496","Stark"," Illinois",473.7,"stable",38
"2497","Stark"," North Dakota",419.4,"stable",132
"2498","Stark"," Ohio",451.1,"stable",2234
"2499","Starke"," Indiana",517.4,"stable",155
"2500","Starr"," Texas",463.2,"stable",254
"2501","Staunton City"," Virginia",516.6,"stable",178
"2502","Ste. Genevieve"," Missouri",425.2,"stable",103
"2503","Steele"," North Dakota",395.1,"stable",12
"2504","Stephens"," Georgia",508.3,"stable",172
"2505","Stephens"," Oklahoma",463.2,"stable",274
"2506","Stephens"," Texas",421.7,"rising",54
"2507","Stephenson"," Illinois",421.7,"falling",282
"2508","Sterling"," Texas",258.9,"stable",4
"2509","Steuben"," Indiana",390.9,"stable",177
"2510","Steuben"," New York",477.6,"falling",623
"2511","Stevens"," Washington",380,"falling",243
"2512","Stewart"," Georgia",505.2,"stable",33
"2513","Stewart"," Tennessee",500.1,"stable",91
"2514","Stillwater"," Montana",516.2,"stable",70
"2515","Stoddard"," Missouri",493.1,"stable",199
"2516","Stokes"," North Carolina",471.1,"stable",308
"2517","Stone"," Arkansas",437.3,"stable",90
"2518","Stone"," Mississippi",484.6,"stable",99
"2519","Stone"," Missouri",387.7,"stable",227
"2520","Stonewall"," Texas",359,"stable",9
"2521","Storey"," Nevada",297.6,"stable",21
"2522","Story"," Iowa",476.9,"stable",386
"2523","Strafford"," New Hampshire",494.3,"stable",685
"2524","Stutsman"," North Dakota",438.3,"stable",121
"2525","Sublette"," Wyoming",301.1,"stable",36
"2526","Suffolk"," Massachusetts",435.3,"falling",3149
"2527","Suffolk"," New York",530.3,"falling",9577
"2528","Suffolk City"," Virginia",467.6,"stable",446
"2529","Sullivan"," Indiana",469,"stable",124
"2530","Sullivan"," Missouri",368.8,"stable",32
"2531","Sullivan"," New Hampshire",460.9,"stable",280
"2532","Sullivan"," New York",458.4,"falling",454
"2533","Sullivan"," Pennsylvania",518,"falling",59
"2534","Sullivan"," Tennessee",465.7,"stable",1048
"2535","Sully"," South Dakota",345.3,"stable",7
"2536","Summers"," West Virginia",370.7,"stable",76
"2537","Summit"," Colorado",241,"stable",70
"2538","Summit"," Ohio",449.9,"stable",3068
"2539","Summit"," Utah",421.3,"stable",162
"2540","Sumner"," Tennessee",465.4,"stable",930
"2541","Sumter"," Alabama",456.7,"stable",71
"2542","Sumter"," Florida",436,"falling",1320
"2543","Sumter"," Georgia",481.9,"stable",172
"2544","Sumter"," South Carolina",486.1,"stable",597
"2545","Sunflower"," Mississippi",517.9,"rising",144
"2546","Surry"," North Carolina",519.2,"stable",519
"2547","Surry"," Virginia",494.8,"stable",49
"2548","Susquehanna"," Pennsylvania",462.4,"stable",285
"2549","Sussex"," Delaware",493.3,"stable",1684
"2550","Sussex"," New Jersey",506.9,"falling",909
"2551","Sussex"," Virginia",538.3,"stable",81
"2552","Sutter"," California",392.9,"falling",413
"2553","Sutton"," Texas",434.1,"stable",20
"2554","Suwannee"," Florida",469.5,"stable",287
"2555","Swain"," North Carolina",571.5,"stable",108
"2556","Sweet Grass"," Montana",459.3,"stable",26
"2557","Sweetwater"," Wyoming",387.8,"stable",162
"2558","Swisher"," Texas",363.9,"falling",34
"2559","Switzerland"," Indiana",418.7,"stable",54
"2560","Talbot"," Georgia",438.9,"stable",45
"2561","Talbot"," Maryland",455.6,"stable",291
"2562","Taliaferro"," Georgia",361.5,"*",11
"2563","Talladega"," Alabama",449.8,"stable",454
"2564","Tallahatchie"," Mississippi",477.3,"stable",78
"2565","Tallapoosa"," Alabama",475.6,"stable",271
"2566","Tama"," Iowa",499.5,"stable",119
"2567","Taney"," Missouri",405.2,"stable",298
"2568","Tangipahoa Parish"," Louisiana",462.2,"stable",624
"2569","Taos"," New Mexico",323.1,"falling",161
"2570","Tarrant"," Texas",437.5,"stable",7842
"2571","Tate"," Mississippi",444.3,"stable",145
"2572","Tattnall"," Georgia",411.9,"falling",114
"2573","Taylor"," Florida",440.6,"falling",132
"2574","Taylor"," Georgia",443.6,"stable",50
"2575","Taylor"," Iowa",436.4,"stable",40
"2576","Taylor"," Kentucky",623.3,"rising",196
"2577","Taylor"," Texas",436.4,"stable",620
"2578","Taylor"," West Virginia",416.7,"rising",97
"2579","Taylor"," Wisconsin",414.8,"stable",111
"2580","Tazewell"," Illinois",500.8,"stable",862
"2581","Tazewell"," Virginia",333.6,"stable",202
"2582","Tehama"," California",479.9,"falling",400
"2583","Telfair"," Georgia",317.6,"falling",64
"2584","Teller"," Colorado",408.1,"stable",133
"2585","Tensas Parish"," Louisiana",352.6,"falling",26
"2586","Terrebonne Parish"," Louisiana",511.3,"rising",610
"2587","Terrell"," Georgia",506.6,"falling",60
"2588","Terrell"," Texas",417.4,"stable",6
"2589","Terry"," Texas",380.6,"stable",55
"2590","Teton"," Idaho",331.9,"stable",31
"2591","Teton"," Montana",417.2,"stable",39
"2592","Teton"," Wyoming",420.4,"stable",98
"2593","Texas"," Missouri",398.8,"stable",144
"2594","Texas"," Oklahoma",413.6,"stable",83
"2595","Thayer"," Nebraska",446,"stable",39
"2596","Thomas"," Georgia",479.9,"falling",272
"2597","Thomas"," Nebraska",594.4,"stable",6
"2598","Throckmorton"," Texas",360,"stable",11
"2599","Thurston"," Nebraska",436.4,"stable",28
"2600","Thurston"," Washington",485.6,"stable",1526
"2601","Tift"," Georgia",520.4,"stable",230
"2602","Tillamook"," Oregon",400.4,"stable",166
"2603","Tillman"," Oklahoma",467,"stable",49
"2604","Tioga"," New York",471.9,"stable",316
"2605","Tioga"," Pennsylvania",480.7,"stable",286
"2606","Tippah"," Mississippi",479.3,"stable",126
"2607","Tippecanoe"," Indiana",422.4,"stable",664
"2608","Tipton"," Indiana",511.2,"stable",106
"2609","Tipton"," Tennessee",460.8,"stable",309
"2610","Tishomingo"," Mississippi",502.9,"stable",134
"2611","Titus"," Texas",390.6,"stable",132
"2612","Todd"," Kentucky",508.8,"rising",74
"2613","Todd"," South Dakota",395.8,"stable",25
"2614","Tolland"," Connecticut",458.1,"falling",782
"2615","Tom Green"," Texas",425.6,"stable",546
"2616","Tompkins"," New York",441,"falling",447
"2617","Tooele"," Utah",462.4,"stable",226
"2618","Toole"," Montana",402.4,"stable",25
"2619","Toombs"," Georgia",458.9,"stable",145
"2620","Torrance"," New Mexico",444.2,"stable",93
"2621","Towner"," North Dakota",350,"stable",14
"2622","Towns"," Georgia",562.7,"stable",116
"2623","Traill"," North Dakota",501.4,"stable",53
"2624","Transylvania"," North Carolina",425.8,"stable",253
"2625","Travis"," Texas",387.6,"stable",3703
"2626","Treasure"," Montana",533.9,"stable",7
"2627","Trempealeau"," Wisconsin",439.1,"stable",166
"2628","Treutlen"," Georgia",402.4,"stable",34
"2629","Trigg"," Kentucky",479.5,"stable",102
"2630","Trimble"," Kentucky",589.5,"stable",62
"2631","Trinity"," California",418.7,"stable",92
"2632","Trinity"," Texas",500,"stable",117
"2633","Tripp"," South Dakota",432.7,"stable",38
"2634","Troup"," Georgia",488.9,"stable",371
"2635","Trousdale"," Tennessee",510.7,"stable",51
"2636","Trumbull"," Ohio",459.5,"stable",1326
"2637","Tucker"," West Virginia",520.4,"stable",57
"2638","Tulare"," California",371.7,"falling",1489
"2639","Tulsa"," Oklahoma",480.4,"stable",3210
"2640","Tunica"," Mississippi",519.2,"stable",50
"2641","Tuolumne"," California",404.5,"falling",355
"2642","Turner"," Georgia",538.8,"stable",56
"2643","Turner"," South Dakota",485.9,"stable",56
"2644","Tuscaloosa"," Alabama",445.6,"stable",888
"2645","Tuscarawas"," Ohio",442.1,"stable",544
"2646","Tuscola"," Michigan",466.1,"stable",347
"2647","Twiggs"," Georgia",443,"stable",56
"2648","Twin Falls"," Idaho",431,"falling",391
"2649","Tyler"," Texas",346.4,"stable",109
"2650","Tyler"," West Virginia",419.9,"stable",57
"2651","Tyrrell"," North Carolina",500.3,"stable",28
"2652","Uinta"," Wyoming",373.6,"stable",78
"2653","Uintah"," Utah",392.8,"stable",117
"2654","Ulster"," New York",470,"falling",1131
"2655","Umatilla"," Oregon",417.3,"stable",358
"2656","Unicoi"," Tennessee",476.5,"stable",129
"2657","Union"," Arkansas",488.9,"stable",251
"2658","Union"," Florida",1135,"falling",208
"2659","Union"," Georgia",546,"stable",226
"2660","Union"," Illinois",517.9,"stable",129
"2661","Union"," Indiana",421.8,"stable",40
"2662","Union"," Iowa",450.7,"stable",79
"2663","Union"," Kentucky",518.7,"stable",89
"2664","Union"," Mississippi",453.3,"stable",148
"2665","Union"," New Jersey",452,"falling",2773
"2666","Union"," New Mexico",280.6,"stable",17
"2667","Union"," North Carolina",439.4,"stable",951
"2668","Union"," Ohio",490.9,"stable",264
"2669","Union"," Oregon",410.5,"stable",139
"2670","Union"," Pennsylvania",423,"stable",232
"2671","Union"," South Carolina",509.8,"stable",199
"2672","Union"," South Dakota",535.8,"stable",96
"2673","Union"," Tennessee",502,"stable",121
"2674","Union Parish"," Louisiana",445.3,"stable",136
"2675","Upshur"," Texas",454.7,"rising",237
"2676","Upshur"," West Virginia",460.7,"stable",150
"2677","Upson"," Georgia",536.2,"stable",186
"2678","Upton"," Texas",294.1,"rising",12
"2679","Utah"," Utah",385.4,"stable",1404
"2680","Uvalde"," Texas",377.6,"stable",115
"2681","Val Verde"," Texas",379.1,"stable",189
"2682","Valdez-Cordova Census Area"," Alaska",387.9,"stable",38
"2683","Valencia"," New Mexico",392.5,"falling",354
"2684","Valley"," Idaho",386.2,"falling",61
"2685","Valley"," Montana",484.1,"stable",55
"2686","Valley"," Nebraska",387.8,"stable",25
"2687","Van Buren"," Arkansas",520.4,"stable",143
"2688","Van Buren"," Iowa",519,"stable",56
"2689","Van Buren"," Michigan",457.2,"stable",432
"2690","Van Buren"," Tennessee",407.6,"stable",34
"2691","Van Wert"," Ohio",449.7,"stable",167
"2692","Van Zandt"," Texas",462,"stable",339
"2693","Vance"," North Carolina",486.7,"stable",270
"2694","Vanderburgh"," Indiana",464.2,"stable",1011
"2695","Venango"," Pennsylvania",492.9,"stable",381
"2696","Ventura"," California",415.3,"falling",3856
"2697","Vermilion"," Illinois",512.1,"stable",534
"2698","Vermilion Parish"," Louisiana",502.7,"stable",337
"2699","Vermillion"," Indiana",481.3,"stable",103
"2700","Vernon"," Missouri",438.4,"stable",118
"2701","Vernon"," Wisconsin",451.3,"stable",182
"2702","Vernon Parish"," Louisiana",506.7,"stable",230
"2703","Victoria"," Texas",444.7,"stable",452
"2704","Vigo"," Indiana",489.6,"stable",598
"2705","Vilas"," Wisconsin",562.8,"stable",230
"2706","Vinton"," Ohio",555.5,"stable",91
"2707","Virginia Beach City"," Virginia",464.4,"stable",2151
"2708","Volusia"," Florida",446.2,"stable",3556
"2709","Wabash"," Illinois",462.3,"stable",76
"2710","Wabash"," Indiana",446.1,"stable",196
"2711","Wade Hampton Census Area"," Alaska",350.2,"stable",17
"2712","Wagoner"," Oklahoma",415.8,"stable",367
"2713","Wahkiakum"," Washington",422.2,"stable",31
"2714","Wake"," North Carolina",464.2,"stable",4298
"2715","Wakulla"," Florida",442.6,"stable",154
"2716","Waldo"," Maine",482,"stable",270
"2717","Walker"," Alabama",515.8,"stable",447
"2718","Walker"," Georgia",401.5,"falling",354
"2719","Walker"," Texas",454.1,"stable",320
"2720","Walla Walla"," Washington",436.6,"stable",320
"2721","Waller"," Texas",377.1,"stable",168
"2722","Wallowa"," Oregon",351.6,"stable",42
"2723","Walsh"," North Dakota",426,"stable",69
"2724","Walthall"," Mississippi",457.4,"rising",89
"2725","Walton"," Florida",397.5,"stable",333
"2726","Walton"," Georgia",482.8,"stable",477
"2727","Walworth"," South Dakota",346.5,"stable",30
"2728","Walworth"," Wisconsin",501.3,"stable",619
"2729","Wapello"," Iowa",510.5,"stable",236
"2730","Ward"," North Dakota",457.2,"stable",298
"2731","Ward"," Texas",394.4,"stable",48
"2732","Ware"," Georgia",467.8,"stable",204
"2733","Warren"," Georgia",457.1,"*",36
"2734","Warren"," Illinois",483,"stable",107
"2735","Warren"," Indiana",427.7,"stable",50
"2736","Warren"," Iowa",461.7,"stable",258
"2737","Warren"," Kentucky",482.3,"falling",585
"2738","Warren"," Mississippi",437.5,"falling",246
"2739","Warren"," Missouri",447.8,"stable",185
"2740","Warren"," New Jersey",501.5,"stable",688
"2741","Warren"," New York",554,"stable",516
"2742","Warren"," North Carolina",441.5,"stable",138
"2743","Warren"," Ohio",450.6,"stable",1081
"2744","Warren"," Pennsylvania",487.6,"stable",293
"2745","Warren"," Tennessee",464.2,"stable",233
"2746","Warren"," Virginia",425.4,"stable",195
"2747","Warrick"," Indiana",443.2,"stable",328
"2748","Wasatch"," Utah",433.9,"stable",104
"2749","Wasco"," Oregon",423.7,"stable",152
"2750","Washakie"," Wyoming",384.2,"stable",44
"2751","Washburn"," Wisconsin",500.5,"stable",129
"2752","Washington"," Alabama",412.8,"stable",89
"2753","Washington"," Arkansas",465.3,"stable",925
"2754","Washington"," Colorado",352.2,"stable",24
"2755","Washington"," Florida",378.2,"stable",118
"2756","Washington"," Georgia",508.8,"*",131
"2757","Washington"," Idaho",449,"stable",71
"2758","Washington"," Illinois",487.6,"stable",96
"2759","Washington"," Indiana",449.8,"stable",153
"2760","Washington"," Iowa",474.5,"stable",137
"2761","Washington"," Kentucky",563.5,"rising",85
"2762","Washington"," Maine",515,"stable",256
"2763","Washington"," Maryland",476.4,"stable",868
"2764","Washington"," Mississippi",503.3,"stable",274
"2765","Washington"," Missouri",457.3,"stable",139
"2766","Washington"," Nebraska",503.6,"stable",128
"2767","Washington"," New York",487,"stable",400
"2768","Washington"," North Carolina",459.3,"stable",88
"2769","Washington"," Ohio",500.4,"stable",427
"2770","Washington"," Oklahoma",441.8,"stable",307
"2771","Washington"," Oregon",421.5,"stable",2381
"2772","Washington"," Pennsylvania",507.5,"stable",1467
"2773","Washington"," Rhode Island",487.5,"stable",827
"2774","Washington"," Tennessee",461.2,"stable",723
"2775","Washington"," Texas",385,"stable",187
"2776","Washington"," Utah",403.2,"stable",776
"2777","Washington"," Vermont",444.5,"stable",346
"2778","Washington"," Virginia",329.3,"stable",259
"2779","Washington"," Wisconsin",478.5,"rising",801
"2780","Washington Parish"," Louisiana",491.1,"stable",288
"2781","Washita"," Oklahoma",378.9,"stable",54
"2782","Washoe"," Nevada",418.8,"stable",2102
"2783","Washtenaw"," Michigan",416.4,"stable",1486
"2784","Watauga"," North Carolina",433.8,"stable",241
"2785","Waukesha"," Wisconsin",478.7,"stable",2452
"2786","Waupaca"," Wisconsin",446.3,"stable",326
"2787","Waushara"," Wisconsin",399.4,"stable",154
"2788","Wayne"," Georgia",488.1,"stable",165
"2789","Wayne"," Illinois",473.3,"stable",114
"2790","Wayne"," Indiana",457.9,"falling",403
"2791","Wayne"," Iowa",434.4,"stable",41
"2792","Wayne"," Kentucky",469.3,"stable",131
"2793","Wayne"," Michigan",507.9,"falling",10312
"2794","Wayne"," Mississippi",438,"stable",109
"2795","Wayne"," Missouri",509.1,"stable",107
"2796","Wayne"," Nebraska",412.3,"stable",43
"2797","Wayne"," New York",517.5,"stable",614
"2798","Wayne"," North Carolina",473.9,"stable",681
"2799","Wayne"," Ohio",434,"stable",613
"2800","Wayne"," Pennsylvania",439.9,"stable",351
"2801","Wayne"," Tennessee",449.4,"stable",100
"2802","Wayne"," Utah",301.3,"stable",11
"2803","Wayne"," West Virginia",465.3,"stable",260
"2804","Waynesboro City"," Virginia",520.9,"stable",145
"2805","Weakley"," Tennessee",441.8,"stable",184
"2806","Webb"," Texas",325.9,"stable",659
"2807","Weber"," Utah",393,"stable",882
"2808","Webster"," Georgia",358.2,"stable",14
"2809","Webster"," Iowa",465.9,"falling",228
"2810","Webster"," Kentucky",482.8,"stable",81
"2811","Webster"," Mississippi",490.1,"stable",62
"2812","Webster"," Missouri",433.2,"stable",183
"2813","Webster"," Nebraska",454.6,"stable",26
"2814","Webster"," West Virginia",545,"stable",71
"2815","Webster Parish"," Louisiana",497.3,"falling",268
"2816","Weld"," Colorado",390.1,"stable",1040
"2817","Wells"," Indiana",424.8,"rising",152
"2818","Wells"," North Dakota",459.8,"stable",34
"2819","West Baton Rouge Parish"," Louisiana",527.4,"stable",144
"2820","West Carroll Parish"," Louisiana",483.5,"stable",72
"2821","West Feliciana Parish"," Louisiana",465.2,"stable",88
"2822","Westchester"," New York",478.6,"falling",5687
"2823","Westmoreland"," Pennsylvania",485.4,"stable",2575
"2824","Westmoreland"," Virginia",480.2,"stable",135
"2825","Weston"," Wyoming",403.9,"stable",40
"2826","Wetzel"," West Virginia",480.7,"stable",114
"2827","Wexford"," Michigan",510.1,"stable",219
"2828","Wharton"," Texas",427.9,"stable",212
"2829","Whatcom"," Washington",472.3,"stable",1156
"2830","Wheatland"," Montana",373.6,"stable",13
"2831","Wheeler"," Georgia",374.8,"stable",33
"2832","Wheeler"," Nebraska",336.8,"stable",4
"2833","Wheeler"," Oregon",478.2,"stable",13
"2834","Wheeler"," Texas",510.1,"stable",36
"2835","White"," Arkansas",507.8,"stable",454
"2836","White"," Georgia",479.3,"stable",195
"2837","White"," Illinois",507.2,"stable",109
"2838","White"," Indiana",453.8,"stable",150
"2839","White"," Tennessee",486.4,"stable",175
"2840","White Pine"," Nevada",311.1,"stable",39
"2841","Whiteside"," Illinois",474.2,"stable",373
"2842","Whitfield"," Georgia",410.6,"falling",439
"2843","Whitley"," Indiana",412.2,"stable",173
"2844","Whitley"," Kentucky",525,"stable",221
"2845","Whitman"," Washington",316.7,"falling",118
"2846","Wibaux"," Montana",244.7,"stable",5
"2847","Wichita"," Texas",446.7,"stable",632
"2848","Wicomico"," Maryland",521.3,"stable",592
"2849","Wilbarger"," Texas",475.4,"stable",77
"2850","Wilcox"," Alabama",488,"stable",68
"2851","Wilcox"," Georgia",440,"stable",49
"2852","Wilkes"," Georgia",453.4,"stable",67
"2853","Wilkes"," North Carolina",423.8,"stable",412
"2854","Wilkinson"," Georgia",489,"stable",61
"2855","Wilkinson"," Mississippi",520.8,"stable",57
"2856","Will"," Illinois",491.9,"stable",3335
"2857","Willacy"," Texas",377.5,"stable",82
"2858","Williams"," North Dakota",385.8,"stable",110
"2859","Williams"," Ohio",402.3,"stable",197
"2860","Williamsburg"," South Carolina",467.5,"stable",205
"2861","Williamsburg City"," Virginia",443.5,"stable",66
"2862","Williamson"," Illinois",519.5,"stable",455
"2863","Williamson"," Tennessee",442.1,"stable",945
"2864","Williamson"," Texas",412.3,"stable",1883
"2865","Wilson"," North Carolina",437.1,"stable",443
"2866","Wilson"," Tennessee",451.4,"stable",660
"2867","Wilson"," Texas",368.9,"stable",203
"2868","Winchester City"," Virginia",408.7,"stable",127
"2869","Windham"," Connecticut",486.8,"stable",684
"2870","Windham"," Vermont",448.1,"stable",279
"2871","Windsor"," Vermont",462,"stable",385
"2872","Winkler"," Texas",416.5,"stable",30
"2873","Winn Parish"," Louisiana",479.7,"stable",90
"2874","Winnebago"," Illinois",475.9,"stable",1668
"2875","Winnebago"," Iowa",466.7,"stable",71
"2876","Winnebago"," Wisconsin",469.1,"stable",923
"2877","Winneshiek"," Iowa",403,"stable",113
"2878","Winston"," Alabama",428.2,"stable",146
"2879","Winston"," Mississippi",441.8,"stable",110
"2880","Wirt"," West Virginia",517.8,"stable",41
"2881","Wise"," Texas",416,"stable",296
"2882","Wise"," Virginia",347.4,"stable",171
"2883","Wolfe"," Kentucky",571.7,"stable",56
"2884","Wood"," Ohio",451.1,"stable",633
"2885","Wood"," Texas",427.9,"stable",309
"2886","Wood"," West Virginia",474.7,"stable",553
"2887","Wood"," Wisconsin",454.4,"stable",462
"2888","Woodbury"," Iowa",481.8,"stable",542
"2889","Woodford"," Illinois",451.9,"stable",220
"2890","Woodford"," Kentucky",504.1,"falling",161
"2891","Woodruff"," Arkansas",592.7,"stable",57
"2892","Woods"," Oklahoma",442.8,"stable",47
"2893","Woodward"," Oklahoma",390.3,"stable",91
"2894","Worcester"," Maryland",485.1,"stable",413
"2895","Worcester"," Massachusetts",463.5,"falling",4390
"2896","Worth"," Georgia",483.3,"stable",132
"2897","Worth"," Iowa",443.8,"stable",46
"2898","Worth"," Missouri",476.4,"stable",15
"2899","Wrangell-Petersburg Census Area"," Alaska",354.1,"stable",28
"2900","Wright"," Iowa",395,"stable",76
"2901","Wright"," Missouri",448.6,"stable",111
"2902","Wyandot"," Ohio",450.2,"stable",131
"2903","Wyoming"," New York",530.6,"stable",270
"2904","Wyoming"," Pennsylvania",510.2,"stable",194
"2905","Wyoming"," West Virginia",430.3,"stable",132
"2906","Wythe"," Virginia",438.3,"stable",182
"2907","Yadkin"," North Carolina",453,"stable",233
"2908","Yakima"," Washington",383.7,"stable",956
"2909","Yalobusha"," Mississippi",565.6,"stable",96
"2910","Yamhill"," Oregon",439.5,"stable",531
"2911","Yancey"," North Carolina",459.4,"stable",129
"2912","Yankton"," South Dakota",387.1,"stable",114
"2913","Yates"," New York",503,"stable",166
"2914","Yavapai"," Arizona",397.6,"stable",1578
"2915","Yazoo"," Mississippi",518.7,"stable",152
"2916","Yell"," Arkansas",463.3,"stable",126
"2917","Yellowstone"," Montana",488.7,"stable",902
"2918","Yoakum"," Texas",368,"stable",28
"2919","Yolo"," California",406.4,"falling",794
"2920","York"," Maine",485.9,"stable",1328
"2921","York"," Nebraska",438.7,"stable",83
"2922","York"," Pennsylvania",488.1,"stable",2652
"2923","York"," South Carolina",463.7,"stable",1236
"2924","York"," Virginia",422.6,"stable",326
"2925","Young"," Texas",417.4,"stable",103
"2926","Yuba"," California",450.3,"falling",318
"2927","Yukon-Koyukuk Census Area"," Alaska",545.7,"stable",32
"2928","Yuma"," Arizona",347.9,"stable",831
"2929","Yuma"," Colorado",366.5,"stable",45
"2930","Zapata"," Texas",295.9,"stable",38
"2931","Zavala"," Texas",329.7,"stable",39
