,Site.Name,Site.Score,State,City,County,Status,Latitude,Longitude,Proposed.Date,Listing.Date,Construction.Completion.Date,NOID.Date,Deletion.Date
4028,A.I.W. Frank/Mid-County Mustang,42.4,Pennsylvania,Exton,Chester,NPL Site,40.031811,-75.6032,6/24/88,10/4/89,11/8/00,,
4029,Tobyhanna Army Depot,37.93,Pennsylvania,Tobyhanna,Monroe,NPL Site,41.19305,-75.419439,7/14/89,8/30/90,9/28/00,,
4030,Publicker Industries Inc.,59.06,Pennsylvania,Philadelphia,Philadelphia,Deleted NPL Site,39.90805,-75.135281,5/5/89,10/4/89,12/2/97,7/20/00,11/1/00
4031,Dublin TCE Site,28.9,Pennsylvania,Dublin Borough,Bucks,NPL Site,40.370892,-75.204897,10/26/89,8/30/90,,,
4032,Ohio River Park,42.24,Pennsylvania,Neville Island,Allegheny,NPL Site,40.518611,-80.1525,10/26/89,8/30/90,9/22/99,,
4033,Crossley Farm,29.66,Pennsylvania,Hereford Township,Berks,NPL Site,40.435417,-75.620611,7/29/91,10/14/92,,,
4034,"W.R. Grace & Co., Inc./Wayne Interim Storage Site (USDOE)",47.14,New Jersey,Wayne Township,Passaic,Deleted NPL Site,40.969014,-74.270327,9/8/83,9/21/84,9/16/03,8/20/12,9/30/12
4035,American Thermostat Co.,33.61,New York,South Cairo,Greene,NPL Site,42.266939,-73.941111,12/30/82,9/8/83,9/25/98,,
4036,Batavia Landfill,50.18,New York,Batavia,Genesee,Deleted NPL Site,43.0197,-78.2561,12/30/82,9/8/83,7/10/03,9/30/05,11/29/05
4037,Brewster Well Field,37.93,New York,Brewster,Putnam,NPL Site,41.401669,-73.6,12/30/82,9/8/83,4/11/97,,
4038,Clothier Disposal,34.48,New York,Town of Granby,Oswego,Deleted NPL Site,43.247219,-76.412781,10/15/84,6/10/86,2/2/93,9/15/95,2/8/96
4039,"Facet Enterprises, Inc.",46.67,New York,Elmira,Chemung,NPL Site,42.1325,-76.829169,12/30/82,9/8/83,6/30/00,,
4040,Fulton Terminals,36.5,New York,Fulton,Oswego,Deleted NPL Site,43.3569,-76.4274,12/30/82,9/8/83,9/27/99,5/21/18,7/20/18
4041,Tooele Army Depot (North Area),53.95,Utah,Tooele,Tooele,NPL Site,40.541669,-112.375,10/15/84,8/30/90,,,
4042,Shenandoah Road Ground Water Contamination,50,New York,East Fishkill,Dutchess,NPL Site,41.526111,-73.792222,1/11/01,6/14/01,9/26/13,,
4043,"Rodale Manufacturing Co., Inc.",50,Pennsylvania,Emmaus Borough,Lehigh,NPL Site,40.531111,-75.493333,7/29/91,10/14/92,9/29/03,,
4044,GE Moreau,58.21,New York,South Glens Falls,Saratoga,NPL Site,43.28305,-73.629169,12/30/82,9/8/83,3/31/97,,
4045,Hooker (Hyde Park),34.77,New York,Niagara Falls,Niagara,Deleted NPL Site,43.131111,-79.036669,12/30/82,9/8/83,7/18/03,8/20/12,10/23/13
4046,Hooker (S Area),51.62,New York,Niagara Falls,Niagara,NPL Site,43.0757,-79.0054,12/30/82,9/8/83,9/18/02,,
4047,Hooker (102nd Street),30.48,New York,Niagara Falls,Niagara,Deleted NPL Site,43.070281,-78.942219,12/30/82,9/8/83,9/2/99,3/17/04,8/5/04
4048,Kentucky Avenue Well Field,39.65,New York,Horseheads,Chemung,NPL Site,42.145831,-76.828331,12/30/82,9/8/83,,,
4049,Love Canal,52.23,New York,Niagara Falls,Niagara,Deleted NPL Site,43.079719,-78.94945,12/30/82,9/8/83,9/29/99,3/17/04,9/30/04
4050,Ludlow Sand & Gravel,36.88,New York,Clayville,Oneida,Deleted NPL Site,42.959169,-75.226389,12/30/82,9/8/83,9/28/07,10/2/13,12/2/13
4051,Marathon Battery Corp.,30.27,New York,Cold Springs,Putnam,Deleted NPL Site,41.416111,-73.954719,12/30/82,9/8/83,9/28/95,5/10/96,10/18/96
4052,"Mercury Refining, Inc.",44.58,New York,Colonie,Albany,NPL Site,42.689719,-73.804169,12/30/82,9/8/83,4/30/15,,
4053,Niagara County Refuse,39.85,New York,Wheatfield,Niagara,Deleted NPL Site,43.06055,-78.906111,12/30/82,9/8/83,6/30/00,3/17/04,7/30/04
4054,Hopkins Farm,34.09,New Jersey,Plumstead Township,Ocean,Deleted NPL Site,40.088889,-74.4875,9/8/83,9/21/84,9/27/96,6/28/02,8/27/02
4055,Old Bethpage Landfill,58.83,New York,Oyster Bay,Nassau,NPL Site,40.756939,-73.447219,12/30/82,9/8/83,10/1/93,,
4056,Olean Well Field,44.46,New York,Olean,Cattaraugus,NPL Site,42.069439,-78.404719,12/30/82,9/8/83,,,
4057,Pollution Abatement Services,0,New York,Oswego,Oswego,NPL Site,43.47,-76.483331,12/30/82,9/8/83,9/30/97,,
4058,Port Washington Landfill,45.46,New York,Port Washington,Nassau,NPL Site,40.81805,-73.666661,12/30/82,9/8/83,7/13/00,,
4059,Ramapo Landfill,44.73,New York,Ramapo,Rockland,NPL Site,41.14,-74.161389,12/30/82,9/8/83,9/29/97,,
4060,Sinclair Refinery,53.9,New York,Wellsville,Allegany,NPL Site,42.1088,-77.9416,12/30/82,9/8/83,9/5/12,,
4061,Solvent Savers,34.78,New York,Lincklaen,Chenango,NPL Site,42.665,-75.876661,12/30/82,9/8/83,,,
4062,Syosset Landfill,54.27,New York,Oyster Bay,Nassau,Deleted NPL Site,40.798889,-73.509719,12/30/82,9/8/83,9/18/98,2/15/05,4/28/05
4063,Wide Beach Development,56.58,New York,Brant,Erie,Deleted NPL Site,42.586669,-79.128611,12/30/82,9/8/83,9/30/92,3/31/94,8/30/94
4064,York Oil Co.,47.7,New York,Moira,Franklin,NPL Site,44.8225,-74.5751,12/30/82,9/8/83,9/24/02,,
4065,General Motors (Central Foundry Division),40.71,New York,Massena,St. Lawrence,NPL Site,44.983889,-74.732781,9/8/83,9/21/84,,,
4066,Hudson River PCBs,54.66,New York,Hudson River,"Rensselaer, Saratoga, Washington",NPL Site,43.1102,-73.5765,9/8/83,9/21/84,,,
4067,Vestal Water Supply Well 1-1,37.93,New York,Vestal,Broome,NPL Site,42.0902,-76.0557,12/30/82,9/8/83,9/11/03,,
4068,Vestal Water Supply Well 4-2,42.24,New York,Vestal,Broome,Deleted NPL Site,42.110281,-75.997219,12/30/82,9/8/83,9/30/98,8/11/99,9/30/99
4069,Sarney Farm,33.2,New York,Amenia,Dutchess,NPL Site,41.75555,-73.561389,10/15/84,6/10/86,9/27/01,,
4070,"Pasley Solvents & Chemicals, Inc.",39.65,New York,Hempstead,Nassau,Deleted NPL Site,40.729169,-73.612219,10/15/84,6/10/86,9/30/99,8/12/11,9/26/11
4071,Hooker Chemical & Plastics Corp./Ruco Polymer Corp.,41.6,New York,Hicksville,Nassau,NPL Site,40.7575,-73.504169,10/15/84,6/10/86,7/1/15,,
4072,Anchor Chemicals,37.2,New York,Hicksville,Nassau,Deleted NPL Site,40.766389,-73.546389,10/15/84,6/10/86,10/1/96,8/12/99,9/30/99
4073,"Mattiace Petrochemical Co., Inc.",31.9,New York,Glen Cove,Nassau,NPL Site,40.8608,-73.6432,6/24/88,3/31/89,6/30/00,,
4074,Jones Sanitation,52.52,New York,Hyde Park,Dutchess,Deleted NPL Site,41.795,-73.902,1/22/87,7/22/87,12/6/01,7/7/05,9/23/05
4075,Warwick Landfill,29.41,New York,Warwick,Orange,Deleted NPL Site,41.238889,-74.27,9/18/85,3/31/89,9/28/98,8/15/00,7/6/01
4076,Carroll & Dubies Sewage Disposal,33.74,New York,Port Jervis,Orange,NPL Site,41.3942,-74.6681,6/24/88,2/21/90,3/20/00,,
4077,Cortese Landfill,32.11,New York,Village of Narrowsburg,Sullivan,NPL Site,41.600561,-75.065,10/15/84,6/10/86,9/25/13,,
4078,Liberty Industrial Finishing,50.65,New York,Farmingdale,Nassau,NPL Site,40.72625,-73.448889,10/15/84,6/10/86,9/28/12,,
4079,Johnstown City Landfill,48.36,New York,Town of Johnstown,Fulton,NPL Site,43.043061,-74.393061,10/15/84,6/10/86,9/29/97,,
4080,Volney Municipal Landfill,32.89,New York,Town of Volney,Oswego,NPL Site,43.36055,-76.379169,10/15/84,6/10/86,6/20/02,,
4081,Claremont Polychemical,31.62,New York,Old Bethpage,Nassau,NPL Site,40.7576,-73.4432,10/15/84,6/10/86,9/16/03,,
4082,"Tri-Cities Barrel Co., Inc.",44.06,New York,Port Crane,Broome,NPL Site,42.15805,-75.811939,5/5/89,10/4/89,9/28/11,,
4083,Katonah Municipal Well,35.35,New York,Town of Bedford,Westchester,Deleted NPL Site,41.259169,-73.682911,10/15/84,6/10/86,7/7/92,1/19/00,3/20/00
4084,Suffern Village Well Field,35.57,New York,Village of Suffern,Rockland,Deleted NPL Site,41.1162,-74.159,10/15/84,6/10/86,9/4/92,9/28/92,5/28/93
4085,BEC Trucking,30.75,New York,Vestal,Broome,Deleted NPL Site,42.097639,-75.998339,10/15/84,6/10/86,8/10/92,8/24/92,10/14/92
4086,Endicott Village Well Field,35.57,New York,Village of Endicott,Broome,NPL Site,42.086111,-76.086111,10/15/84,6/10/86,9/26/97,,
4087,Applied Environmental Services,41.15,New York,Glenwood Landing,Nassau,NPL Site,40.823054,-73.646693,10/15/84,6/10/86,6/28/96,,
4088,Colesville Municipal Landfill,30.26,New York,Town of Colesville,Broome,NPL Site,42.160419,-75.58945,10/15/84,6/10/86,9/22/04,,
4089,"Goldisc Recordings, Inc.",33.39,New York,Holbrook,Suffolk,NPL Site,40.7745,-73.0647,10/15/84,6/10/86,9/30/98,,
4090,"SMS Instruments, Inc.",37.32,New York,Deer Park,Suffolk,Deleted NPL Site,40.760002,-73.318491,10/15/84,6/10/86,1/31/96,7/30/10,9/13/10
4091,"Tronic Plating Co., Inc.",45.14,New York,Farmingdale,Suffolk,Deleted NPL Site,40.7538,-73.4077,10/15/84,6/10/86,9/27/93,8/14/01,10/15/01
4092,Hertel Landfill,33.62,New York,Plattekill,Ulster,NPL Site,41.688061,-74.038889,10/15/84,6/10/86,2/15/05,,
4093,Preferred Plating Corp.,35.06,New York,Farmingdale,Suffolk,NPL Site,40.7158,-73.4253,10/15/84,6/10/86,9/30/97,,
4094,Kenmark Textile Corp.,31.72,New York,Farmingdale,Suffolk,Deleted NPL Site,40.7384,-73.4264,10/15/84,6/10/86,3/30/94,12/15/94,5/1/95
4095,"Nepera Chemical Co., Inc.",39.87,New York,Maybrook,Orange,NPL Site,41.4643,-74.2447,10/15/84,6/10/86,9/27/13,,
4096,Byron Barrel & Drum,37.27,New York,Byron,Genesee,NPL Site,43.1191,-78.1103,10/15/84,6/10/86,9/24/02,,
4097,FMC Corp. (Dublin Road Landfill),32.9,New York,Town of Shelby,Orleans,NPL Site,43.2172,-78.4417,10/15/84,6/10/86,5/29/97,,
4098,North Sea Municipal Landfill,33.74,New York,North Sea,Suffolk,Deleted NPL Site,40.929161,-72.401389,10/15/84,6/10/86,9/29/94,7/29/05,9/27/05
4099,"Robintech, Inc./National Pipe Co.",30.75,New York,Town of Vestal,Broome,NPL Site,42.1049,-75.9922,10/15/84,6/10/86,9/27/01,,
4100,Haviland Complex,33.62,New York,Town of Hyde Park,Dutchess,NPL Site,41.771111,-73.908061,10/15/84,6/10/86,8/1/97,,
4101,Griffiss Air Force Base,34.2,New York,Rome,Oneida,NPL Site,43.233331,-75.416661,10/15/84,7/22/87,,,
4102,Conklin Dumps,33.93,New York,Conklin,Broome,Deleted NPL Site,42.05,-75.81805,6/10/86,3/31/89,9/13/96,2/10/97,4/25/97
4103,Richardson Hill Road Landfill/Pond,34.86,New York,Sidney Center,Delaware,NPL Site,42.252781,-75.249169,6/10/86,7/22/87,9/29/08,,
4104,"BioClinical Laboratories, Inc.",32.91,New York,Bohemia,Suffolk,Deleted NPL Site,40.783331,-73.110281,6/10/86,3/31/89,9/30/92,5/9/94,9/9/94
4105,Malta Rocket Fuel Area,33.62,New York,Malta,Saratoga,NPL Site,42.963889,-73.758331,6/10/86,7/22/87,9/23/99,,
4106,Genzale Plating Co.,33.79,New York,Franklin Square,Nassau,NPL Site,40.7153,-73.6777,6/10/86,7/22/87,9/30/05,,
4107,Rowe Industries Ground Water Contamination,31.94,New York,"Noyack, Sag Harbor",Suffolk,NPL Site,40.982781,-72.3,6/10/86,7/22/87,2/25/03,,
4108,Islip Municipal Sanitary Landfill,33.39,New York,Islip,Suffolk,NPL Site,40.8178,-73.1829,1/22/87,3/31/89,4/8/98,,
4109,Circuitron Corp.,54.27,New York,East Farmingdale,Suffolk,NPL Site,40.7495,-73.4195,6/24/88,3/31/89,9/22/00,,
4110,Sidney Landfill,29.36,New York,Sidney,Delaware,NPL Site,42.2577,-75.243,6/24/88,3/31/89,9/24/04,,
4111,"Jones Chemicals, Inc.",33.62,New York,Caledonia,Livingston,NPL Site,42.976531,-77.845561,6/24/88,2/21/90,9/26/06,,
4112,Rosen Brothers Scrap Yard/Dump,51.35,New York,Cortland,Cortland,NPL Site,42.591669,-76.175281,6/24/88,3/31/89,9/11/03,,
4113,Niagara Mohawk Power Corp. (Saratoga Spings Plant),35.48,New York,Saratoga Springs,Saratoga,NPL Site,43.09,-73.776111,6/24/88,2/21/90,,,
4114,"Action Anodizing, Plating, & Polishing Corp.",34.72,New York,Copiague,Suffolk,Deleted NPL Site,40.684439,-73.406111,6/24/88,3/31/89,6/30/92,6/6/95,9/29/95
4115,C & J Disposal Leasing Co. Dump,35.1,New York,Hamilton,Madison,Deleted NPL Site,42.8638,-75.5687,6/24/88,3/31/89,9/27/93,7/21/94,9/20/94
4116,Plattsburgh Air Force Base,30.34,New York,Plattsburgh,Clinton,NPL Site,44.6575,-73.464719,7/14/89,11/21/89,,,
4117,Seneca Army Depot,35.52,New York,Romulus,Seneca,NPL Site,42.75,-76.85445,7/14/89,8/30/90,,,
4118,Brookhaven National Laboratory (USDOE),39.92,New York,Upton,Suffolk,NPL Site,40.86,-72.869583,7/14/89,11/21/89,,,
4119,"Sealand Restoration, Inc.",29.36,New York,Lisbon,St. Lawrence,NPL Site,44.703611,-75.361531,10/26/89,8/30/90,10/17/05,,
4120,"Radium Chemical Co., Inc.",0,New York,New York City,Queens,Deleted NPL Site,40.76,-73.9025,8/16/89,11/21/89,9/21/94,10/6/94,3/24/95
4121,Forest Glen Mobile Home Subdivision,0,New York,Niagara Falls,Niagara,NPL Site,43.1127,-78.9995,8/16/89,11/21/89,9/30/03,,
4122,Li Tungsten Corp.,50,New York,Glen Cove,Nassau,NPL Site,40.860929,-73.640773,7/29/91,10/14/92,9/25/08,,
4123,Onondaga Lake,50,New York,Syracuse,Onondaga,NPL Site,43.069444,-76.208056,5/10/93,12/16/94,,,
4124,Pfohl Brothers Landfill,50.11,New York,Cheektowaga,Erie,Deleted NPL Site,42.943889,-78.7025,5/10/93,12/16/94,9/27/02,7/22/08,9/22/08
4125,GCL Tie and Treating Inc.,48.54,New York,Village of Sidney,Delaware,NPL Site,42.300555,-75.413333,1/18/94,5/31/94,9/22/04,,
4126,Little Valley,0,New York,Little Valley,Cattaraugus,NPL Site,42.236667,-78.766944,10/2/95,6/17/96,9/29/06,,
4127,Fulton Avenue,33.08,New York,North Hempstead,Nassau,NPL Site,40.737337,-73.657844,9/25/97,3/6/98,,,
4128,Peter Cooper,50,New York,Gowanda,Cattaraugus,Deleted NPL Site,42.458778,-78.927583,9/25/97,3/6/98,9/17/10,7/30/19,9/30/19
4129,Lehigh Valley Railroad,50,New York,Le Roy,Genesee,NPL Site,42.992028,-77.933306,7/28/98,1/19/99,,,
4130,Computer Circuits,50,New York,Hauppauge,Suffolk,NPL Site,40.813194,-73.24611,7/28/98,5/10/99,12/23/08,,
4131,Hiteman Leather,50,New York,West Winfield,Herkimer,Deleted NPL Site,42.883333,-75.195833,9/29/98,1/19/99,9/30/08,12/13/11,2/13/12
4132,Mohonk Road Industrial Plant,50,New York,High Falls,Ulster,NPL Site,41.816667,-74.13444,9/29/98,1/19/99,9/30/08,,
4133,Smithtown Ground Water Contamination,50,New York,Smithtown,Suffolk,NPL Site,40.887806,-73.174778,9/29/98,1/19/99,9/29/06,,
4134,Stanton Cleaners Area Ground Water Contamination,35.76,New York,Great Neck,Nassau,NPL Site,40.782361,-73.734139,1/19/99,5/10/99,12/11/03,,
4135,Peter Cooper Corporation (Markhams),30,New York,Dayton,Cattaraugus,Deleted NPL Site,42.392897,-79.012572,4/23/99,2/4/00,11/25/08,8/6/10,9/20/10
4136,Jackson Steel,50,New York,"Mineola, North Hempstead",Nassau,Deleted NPL Site,40.738806,-73.652694,10/22/99,2/4/00,8/30/07,8/12/16,9/26/16
4137,"Lawrence Aviation Industries, Inc.",50,New York,Port Jefferson Station,Suffolk,NPL Site,40.928139,-73.069194,10/22/99,2/4/00,8/1/14,,
4138,Old Roosevelt Field Contaminated Ground Water Area,50,New York,Garden City,Nassau,NPL Site,40.733611,-73.618472,2/4/00,5/11/00,,,
4139,"Hudson Technologies, Inc.",50,New York,Hillburn,Rockland,Proposed NPL Site,41.130139,-74.164861,5/11/00,,,,
4140,Consolidated Iron and Metal,50,New York,Newburgh,Orange,Deleted NPL Site,41.498028,-74.005639,12/1/00,6/14/01,9/2/10,10/1/14,12/3/14
4141,American Crossarm & Conduit Co.,30.44,Washington,Chehalis,Lewis,NPL Site,46.656939,-122.9689,6/24/88,10/4/89,9/26/96,,
4142,Williams Pipe Line Co. Disposal Pit,42.24,South Dakota,Sioux Falls,Minnehaha,Deleted NPL Site,43.5453,-96.7956,10/26/89,8/30/90,9/29/94,11/25/98,4/2/99
4143,Midvale Slag,42.47,Utah,Midvale,Salt Lake,Deleted NPL Site,40.618331,-111.9172,6/10/86,2/11/91,9/29/11,2/5/15,4/8/15
4144,Northwest Transformer (South Harkness Street),30.56,Washington,Everson,Whatcom,Deleted NPL Site,48.9197,-122.3431,6/24/88,2/21/90,9/29/94,8/15/97,9/26/97
4145,"Crater Resources, Inc./Keystone Coke Co./Alan Wood Steel Co.",50,Pennsylvania,Upper Merion Township,Montgomery,NPL Site,40.081667,-75.3425,2/7/92,10/14/92,,,
4146,Gilt Edge Mine,50,South Dakota,Lead,Lawrence,NPL Site,44.328056,-103.674306,5/11/00,12/1/00,,,
4147,"MacKenzie Chemical Works, Inc.",50,New York,Central Islip,Suffolk,NPL Site,40.788889,-73.205278,6/14/01,9/13/01,10/3/06,,
4148,Landfill & Development Co.,33.62,New Jersey,Mount Holly,Burlington,NPL Site,39.980561,-74.770839,9/8/83,9/21/84,9/27/10,,
4149,Amnicola Dump,40.91,Tennessee,Chattanooga,Hamilton,Deleted NPL Site,35.0625,-85.276389,12/30/82,9/8/83,9/28/93,2/22/96,4/30/96
4150,Wasatch Chemical Co. (Lot 6),49.91,Utah,Salt Lake City,Salt Lake,NPL Site,40.7226,-111.8747,1/22/87,2/11/91,9/30/97,,
4151,Gallaway Pits,30.77,Tennessee,Gallaway,Fayette,Deleted NPL Site,35.359719,-89.601939,12/30/82,9/8/83,7/18/95,2/22/96,4/29/96
4152,Nascolite Corp.,51.13,New Jersey,Millville,Cumberland,NPL Site,39.422219,-75.032781,9/8/83,9/21/84,9/30/03,,
4153,"Crown Cleaners of Watertown, Inc.",49,New York,Carthage,Jefferson,NPL Site,44.022944,-75.651861,9/13/01,9/5/02,2/1/17,,
4154,Centralia Municipal Landfill,36.36,Washington,Centralia,Lewis,NPL Site,46.696669,-122.9633,6/24/88,8/30/90,9/28/99,,
4155,Foote Mineral Co.,50,Pennsylvania,East Whiteland Township,Chester,NPL Site,40.04,-75.585278,2/7/92,10/14/92,10/28/10,,
4156,Monticello Mill Tailings (USDOE),35.86,Utah,Monticello,San Juan,NPL Site,37.863331,-109.3483,7/14/89,11/21/89,9/29/04,,
4157,North Market Street,32.61,Washington,Spokane,Spokane,NPL Site,47.7297,-117.3626,6/24/88,8/30/90,12/30/02,,
4158,Lewisburg Dump,33.45,Tennessee,Lewisburg,Marshall,Deleted NPL Site,35.481389,-86.784161,12/30/82,9/8/83,9/28/93,12/20/95,2/21/96
4159,"Metropolitan Mirror and Glass Co., Inc.",34.33,Pennsylvania,Frackville,Schuylkill,Deleted NPL Site,40.775,-76.221667,2/7/92,10/14/92,9/30/98,6/17/05,8/16/05
4160,Utah Power & Light/American Barrel Co.,37.93,Utah,Salt Lake City,Salt Lake,NPL Site,40.7704,-111.9055,5/5/89,10/4/89,9/30/96,,
4161,Cayuga County Ground Water Contamination,50,New York,"Aurelius, Fleming, Springport",Cayuga,NPL Site,42.880556,-76.6425,9/13/01,9/5/02,,,
4162,"Radiation Technology, Inc.",42.56,New Jersey,Rockaway Township,Morris,NPL Site,40.970831,-74.50555,9/8/83,9/21/84,,,
4163,Pasco Sanitary Landfill,44.46,Washington,Pasco,Franklin,NPL Site,46.255281,-119.0478,6/24/88,2/21/90,,,
4164,Shieldalloy Corp.,58.75,New Jersey,Newfield Borough,Gloucester,NPL Site,39.543061,-75.022219,9/8/83,9/21/84,,,
4165,Ellenville Scrap Iron and Metal,50.27,New York,Ellenville,Ulster,Deleted NPL Site,41.724028,-74.4055,9/13/01,9/5/02,9/30/11,8/5/19,9/24/19
4166,Austin Avenue Radiation Site,0,Pennsylvania,Delaware County,Delaware,Deleted NPL Site,39.943056,-75.261944,2/7/92,10/14/92,9/27/99,2/19/02,4/18/02
4167,"Petrochem Recycling Corp./Ekotek, Inc.",62.81,Utah,Salt Lake City,Salt Lake,Deleted NPL Site,40.802778,-111.916111,7/29/91,10/14/92,4/12/00,5/22/03,6/30/03
4168,Hanford 300-Area (USDOE),65.23,Washington,Benton County,Benton,NPL Site,46.3703,-119.2752,6/24/88,10/4/89,,,
4169,Murray-Ohio Dump,46.44,Tennessee,Lawrenceburg,Lawrence,NPL Site,35.2275,-87.361111,12/30/82,9/8/83,9/24/98,,
4170,Richardson Flat Tailings,50.23,Utah,Summit County,Summit,Proposed NPL Site,40.680556,-111.444444,2/7/92,,,,
4171,Hanford 1100-Area (USDOE),36.34,Washington,Benton County,Benton,Deleted NPL Site,46.3231,-119.2848,6/24/88,10/4/89,7/25/96,8/15/96,9/30/96
4172,Diaz Chemical Corporation,50,New York,Holley,Orleans,NPL Site,43.222944,-78.029278,3/8/04,7/22/04,,,
4173,Upper Deerfield Township Sanitary Landfill,33.62,New Jersey,Upper Deerfield Township,Cumberland,Deleted NPL Site,39.494169,-75.184719,9/8/83,9/21/84,9/27/93,4/10/00,6/9/00
4174,North Hollywood Dump,0,Tennessee,Memphis,Shelby,Deleted NPL Site,35.18555,-89.979161,12/30/82,9/8/83,7/1/97,10/10/97,12/31/97
4175,UGI Columbia Gas Plant,50.78,Pennsylvania,Columbia,Lancaster,NPL Site,40.026207,-76.498389,6/23/93,5/31/94,9/24/07,,
4176,Velsicol Chemical Corp. (Hardeman County),47.71,Tennessee,Toone,Hardeman,NPL Site,35.381939,-88.926389,12/30/82,9/8/83,8/13/98,,
4177,Murray Smelter,86.6,Utah,Murray City,Salt Lake,Proposed NPL Site,40.658333,-111.891111,1/18/94,,,,
4178,Navy Ships Parts Control Center,50,Pennsylvania,Mechanicsburg,Cumberland,NPL Site,40.223888,-76.99361,1/18/94,5/31/94,,,
4179,Peninsula Boulevard Ground Water Plume,50,New York,Hewlett,Nassau,NPL Site,40.642806,-73.706417,3/8/04,7/22/04,,,
4180,Hanford 100-Area (USDOE),46.38,Washington,Benton County,Benton,NPL Site,46.7011,-119.4829,6/24/88,10/4/89,,,
4181,Wilson Farm,33.93,New Jersey,Plumstead Township,"Monmouth, Ocean",Deleted NPL Site,40.072219,-74.445269,9/8/83,9/21/84,8/2/93,7/7/09,9/8/09
4182,Kennecott (North Zone),59.18,Utah,Magna,Salt Lake,Proposed NPL Site,40.75,-112.125,1/18/94,,,,
4183,Hanford 200-Area (USDOE),69.05,Washington,Benton County,Benton,NPL Site,46.563331,-119.6049,6/24/88,10/4/89,,,
4184,East Tenth Street,67.68,Pennsylvania,Marcus Hook,Delaware,Proposed NPL Site,39.819443,-75.412222,1/18/94,,,,
4185,Hopewell Precision Area Contamination,50,New York,Hopewell Junction,Dutchess,NPL Site,41.6116,-73.781481,9/23/04,4/27/05,,,
4186,Milan Army Ammunition Plant,58.15,Tennessee,Milan,"Carroll, Gibson",NPL Site,35.867781,-88.696111,10/15/84,7/22/87,7/25/17,,
4187,International Smelting and Refining,58.31,Utah,Tooele,Tooele,Deleted NPL Site,40.552778,-112.227222,4/23/99,7/27/00,9/27/07,8/10/11,10/11/11
4188,Woodland Route 532 Dump,34.98,New Jersey,Woodland Township,Burlington,NPL Site,39.829169,-74.492231,9/8/83,9/21/84,12/31/03,,
4189,Butler Mine Tunnel,49.51,Pennsylvania,Pittston,Luzerne,NPL Site,41.3268,-75.7899,6/10/86,7/22/87,9/8/05,,
4190,"American Creosote Works, Inc. (Jackson Plant)",35.22,Tennessee,Jackson,Madison,NPL Site,35.61,-88.8355,10/15/84,6/10/86,5/24/00,,
4191,Jacobs Smelter,50,Utah,Stockton,Tooele,NPL Site,40.454167,-112.358333,7/22/99,2/4/00,,,
4192,General Electric Co. (Spokane Shop),57.8,Washington,Spokane,Spokane,NPL Site,47.6729,-117.3441,6/24/88,10/4/89,3/18/99,,
4193,Willow Grove Naval Air and Air Reserve Station,50,Pennsylvania,Willow Grove,Montgomery,NPL Site,40.19222,-75.1475,8/23/94,9/29/95,,,
4194,"Vineland Chemical Co., Inc.",59.16,New Jersey,Vineland,Cumberland,NPL Site,39.510281,-75.056661,9/8/83,9/21/84,,,
4195,Mallory Capacitor Co.,29.44,Tennessee,Waynesboro,Wayne,NPL Site,35.317638,-87.758611,1/22/87,10/4/89,9/24/96,,
4196,Gowanus Canal,50,New York,Brooklyn,Kings,NPL Site,40.681639,-73.987333,4/9/09,3/4/10,,,
4197,Bonneville Power Administration Ross Complex (USDOE),53.67,Washington,Vancouver,Clark,Deleted NPL Site,45.6616,-122.6572,7/14/89,11/21/89,4/4/96,7/18/96,9/23/96
4198,Intermountain Waste Oil Refinery,50,Utah,Bountiful,Davis,Deleted NPL Site,40.879444,-111.889444,10/22/99,5/11/00,10/1/04,7/23/19,9/20/19
4199,Newtown Creek,50,New York,"Brooklyn, Queens","Kings, Queens",NPL Site,40.715192,-73.930762,9/23/09,9/29/10,,,
4200,Bountiful/Woods Cross 5th South PCE Plume,50,Utah,"Bountiful, Woods Cross",Davis,NPL Site,40.887222,-111.903889,12/1/00,9/13/01,,,
4201,Fort Lewis Logistics Center,35.48,Washington,Tillicum,Pierce,NPL Site,47.1142,-122.5365,7/14/89,11/21/89,9/23/15,,
4202,Arlington Blending & Packaging,39.03,Tennessee,Arlington,Shelby,NPL Site,35.2996,-89.6577,1/22/87,7/22/87,7/24/97,,
4203,Davenport and Flagstaff Smelters,32.5,Utah,Sandy City,Salt Lake,Deleted NPL Site,40.573611,-111.791944,12/1/00,4/30/03,8/30/12,6/4/18,7/27/18
4204,Black River PCBs,48.03,New York,Town of Champion,Jefferson,NPL Site,43.984269,-75.627753,3/4/10,9/29/10,,,
4205,"Breslube-Penn, Inc",50,Pennsylvania,Coraopolis,Allegheny,NPL Site,40.501389,-80.146389,10/2/95,6/17/96,,,
4206,Cooper Road,36.79,New Jersey,Voorhees Township,Camden,Deleted NPL Site,39.8478,-74.9455,9/8/83,9/21/84,9/30/87,10/19/88,2/22/89
4207,Wrigley Charcoal Plant,36.14,Tennessee,Wrigley,Hickman,NPL Site,35.9025,-87.353194,6/24/88,3/31/89,,,
4208,Bangor Naval Submarine Base,55.91,Washington,Silverdale,Kitsap,NPL Site,47.699,-122.7131,7/14/89,8/30/90,9/25/01,,
4209,Carrier Air Conditioning Co.,48.91,Tennessee,Collierville,Shelby,NPL Site,35.043331,-89.690411,6/24/88,2/21/90,10/31/95,,
